Date,Mkt-RF,SMB,HML,RF,Mom,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
196610,3.78,-6.61,2.79,0.45,-5.13,8.01,4.2,6.86,-5.06,-0.38,3.82,-2.5,4.75,1.84,-6.18,0.68,6.28,2.22,2.37,-0.01,-1.15,-1.83,-1.23,8.66,9.89,9,-4.08,-0.03,1.47,-0.2,6.59,-1.55,-3.44,10.65,-4.62
196611,1.35,4.41,-4.66,0.4,5.68,2.47,7.68,-3.94,3.96,8.57,7.35,3.58,6.94,-1.46,-2.42,4.05,0.43,0.92,7.61,-6.94,14.32,8.55,6.27,-1.62,-1.45,-2.66,7.31,11.52,1.39,10.01,3.75,0.36,2.06,2.65,7.07
196612,0.22,1.77,-1.23,0.4,1.07,-0.31,3.74,-1.55,-4.12,3.3,-1.22,1.32,-0.18,2.2,2.45,2.9,3,0.97,-2.77,-0.66,2.04,2.78,7.35,-0.82,2.19,2.9,3.71,0.13,-0.28,1.26,3.98,-4.83,4.59,3.48,8.13
196701,8.12,8.49,1.77,0.43,-6.76,6.49,9.22,16.4,18.89,11.52,6.21,11.73,6.51,11.71,13.05,15.05,16.43,12.98,15.69,13.85,10.78,12.01,7.36,3.69,2.78,5.88,20.2,10.27,8.95,12.81,10.82,11.65,25.32,9.34,9.7
196702,0.73,3.34,-2.26,0.36,3.57,2.01,4.86,-3.29,1.79,5.22,4.45,4.82,1.46,-0.66,3.77,2.14,-3.61,-1.56,5.17,-1.11,1.77,-1.27,3.09,-0.16,-1.74,1.68,-0.03,6.04,1.58,-0.95,5.69,2.36,9.23,-0.04,4.65
196703,3.95,1.78,0.1,0.39,1.43,3.92,11.32,4.9,0.01,7.86,4.02,6.6,7.81,3.8,2.18,9.16,4.7,10.72,4.16,5.86,8.93,4.39,9.69,3.58,1.52,3.2,5.43,5.21,6.65,3.89,14.65,2.13,18.95,1.34,2.88
196704,3.84,0.56,-2.62,0.32,0.62,4.1,5.46,3.44,11.31,6.11,4.62,2.4,4.4,5.69,6.92,4.54,2.72,4.73,5.06,9.54,4.84,4.76,5.81,1.73,1.92,-0.24,6.68,8.17,2.1,1.12,8.86,9.83,3.5,0.47,1.34
196705,-4.26,2.04,0.86,0.33,0.58,-1.48,-5.25,-7.54,-7.23,-3.61,-5.61,2.3,-5.28,-5.64,-2.19,-1.4,-2.11,-2.39,-3.62,-6.71,0.24,1.3,-0.47,-2.19,-4.15,-6.09,-1.45,-4.84,-3.02,-0.96,-1.7,-5.46,-4.69,-2.24,-0.41
196706,2.42,5.96,0.97,0.27,6.03,4.05,4.78,6.66,11.46,-5.7,1.51,7.29,5.44,-0.02,-0.85,4.59,1.38,4.21,6.34,0.66,11.76,4.94,6.59,2.36,-1.46,3.12,11.02,6.41,-1.18,1.63,5.76,3.34,17.14,3.5,8.22
196707,4.6,3.06,2.61,0.32,-1.07,5.61,2.6,8.45,6.2,4.55,6.61,4.7,3.78,4.13,8.37,7.1,7.97,6.28,8.93,8.85,4.23,13.51,3.27,6.69,2.31,-7.07,8.86,3.67,4.15,7.85,4.01,6.23,3.27,7.01,8.4
196708,-0.94,0.46,1.48,0.31,-1.42,-1.62,-1.27,-5.12,0.72,-0.62,-0.4,0.05,0.68,-0.35,2.59,0.88,1.28,-0.37,3.5,-0.71,-4.04,-3.72,0.14,-1.85,-0.83,-1.45,2.24,-0.94,-1.26,-3.35,4.5,0.54,5.06,0.85,-4.67
196709,3.11,3.07,-2.44,0.32,2.54,2.59,-2.46,-1.73,6.2,2.26,3.42,4.96,2.93,5.47,10.52,6.97,0.41,4.35,5.68,5.17,-2.57,6.27,5.67,4.14,-0.04,1.54,8.3,8.32,2.78,-2.13,3.1,1.82,4.75,3.55,4.65
196710,-3.13,1.45,-3.35,0.39,3.63,-3.35,-1.32,3.42,-0.25,-6.43,0.37,0.28,-5.01,-6.4,-2.98,4.01,-9.91,-5.33,-2.56,-5.38,-4.1,-6.71,-0.28,-1.12,-5.41,-3.51,4.82,5.2,-4.83,-9.85,2.26,0.76,16.15,-3.98,-3.66
196711,0.43,0.18,-1.71,0.36,1.29,0.78,-1.34,-5.01,-4.01,3.26,2.65,3.17,1.32,-2.75,-0.96,-5.09,-0.23,-0.35,0.27,0.81,2.38,2.44,-2.88,1.14,3.18,0.39,0.85,1.28,-0.27,-0.88,-5.05,0.46,9.48,-0.95,-1.91
196712,3.04,5.76,-0.43,0.33,3.23,2.92,0.15,8.22,2.99,0.14,2.19,5.69,1.52,6.01,1.8,5.27,5.15,5.15,5.01,4.03,4.82,5.66,6.18,3.2,3.26,0.38,18.04,2,6.09,1.7,11.32,2.76,3.52,7.74,6.6
196801,-4.03,3.85,4.68,0.4,-4.65,-0.94,-1.21,-0.02,-4.64,-3.94,-10.23,2.96,-6.54,-4.96,2.27,1.03,-4.63,-4.08,-9.13,-4.49,-11.12,-2.26,2.16,-0.42,0.5,2.58,-1.69,-8.32,-3.47,-5.7,2.65,1.34,-3.02,1.94,1.09
196802,-3.75,-2.88,1.19,0.39,-3.39,-2.31,-0.84,0.46,-5.54,-5.18,-2.84,-6.96,-4.23,-4.36,-1.92,-2.32,-4.49,-6.38,-4.3,-2.91,-3.8,2.08,-7.41,-2.81,-1.45,-2.78,-8.32,-4.16,-4.29,-2.89,-6.91,0.13,-3.89,-2.7,-7.87
196803,0.13,-1.32,-0.54,0.38,3.17,0.41,2.5,-1.19,5.63,2.02,3.54,1.28,0.15,-0.53,-1.37,-4.14,-0.41,-0.86,-0.74,-0.49,0.57,-3.56,4.51,0.51,-4.12,-1.15,-0.43,4.21,1.78,-2.18,-0.83,3.1,2.51,1.25,-1.19
196804,8.98,5.77,-1.18,0.43,5.12,10.66,4.44,5.52,17.12,14.15,11.19,12.61,11.82,7.93,12.7,14.27,7.5,11.87,14.76,11.72,11.08,7.6,13.18,5.91,2.99,2.33,21.3,12.33,12.29,12.1,14.49,11.85,18.38,11.14,16.18
196805,2.25,6.4,0.81,0.45,3.76,5.59,5.59,0.37,6.5,3.43,2.23,8.67,3.35,-0.83,5.38,4.3,5.38,3.87,2,0.52,1.31,4.58,10.82,1.05,0.6,-0.67,3.18,3.75,5.51,5.84,9.04,2.85,13.76,6.18,7.07
196806,0.72,-0.22,0.75,0.43,-1.88,1.16,0.32,4.48,-4.85,-0.28,-1.98,2.86,2.21,0.93,-1.86,-1.33,0.49,0.7,-1.43,-0.41,-1.83,0.23,0.37,2.19,8.33,3.73,0.48,-1.76,1.18,1.19,-1.01,0.6,0.44,6.83,-2.65
196807,-2.68,-1.36,5.46,0.48,-0.9,-4.09,1.01,-1.78,-4.07,-6.24,-5.47,-0.61,-4.13,-1,-4.05,0.18,-6.7,-4.48,-3.98,-2.11,-6.81,-5.8,-2.31,5.23,0.15,-0.04,-5.76,-5.4,-2.11,-4.69,-2.88,-4.87,-6.64,0.78,-4.97
196808,1.38,2.34,0.98,0.42,1.88,1.99,7.21,-3.22,4.11,-0.11,2.18,3.63,0.67,2.58,8.93,6.93,1.82,4.37,1.07,1.5,0.6,-0.01,-1.23,1.32,-0.85,1.63,-0.4,0.52,6.34,-0.87,3.45,2.3,5.88,6.09,4.91
196809,4.02,2.79,0.16,0.43,-0.59,3.86,4.45,5.85,12.79,4.95,1.92,4.82,0.83,6.98,7.51,6.98,7.4,5.35,4.14,6.96,2.45,3.79,7.31,3.52,0.3,3.35,10.46,2.71,4.19,12.3,6.53,7.51,7.98,7.13,8.7
196810,0.46,-0.5,2.89,0.44,-1.44,1.37,-5.29,1.46,-0.64,3.41,0.82,1.79,-0.04,2.21,2.08,-0.86,2.99,1.78,-0.75,4.1,-1.49,-1.25,-5.15,2.44,0.49,2.91,-0.34,-5.15,5.11,0.62,2.78,0.45,6.75,3.5,-1.69
196811,5.43,2.33,-0.92,0.42,1.73,5.46,3.81,3,6.36,1.6,6.89,5.22,8.14,4.82,5.23,4.71,5.24,5.89,5.28,-2.69,7.86,9.51,8.85,5.56,8.75,5.96,6.3,8.6,5.79,7.96,9.53,4.47,9.57,6.57,10.25
196812,-3.82,3.36,0.03,0.43,0.28,-1.56,-1.34,10.69,-4.01,-4.94,-6.92,-2.11,-1.04,-2.6,-3.46,-2.8,0.58,-2.74,-5.34,-3.93,-2.7,3.65,0.3,-2.64,-2.84,-6.92,-4.4,-5.51,-2.85,-3.54,0.5,-5.06,1.61,-5.89,0.05
196901,-1.2,-0.79,1.56,0.53,-0.15,0.04,-0.71,3.63,-2.36,-4.44,0.12,-1.41,-0.26,-1.63,-4.31,-1.37,2.7,-0.45,-1.82,-1.42,-3.01,-2.39,0.59,-1.13,2.39,1.25,2.28,-4.75,-1.8,2.11,-1.23,-0.59,-0.96,0.09,-3.39
196902,-5.82,-3.92,0.9,0.46,-2.42,-5.94,-5.57,-9.59,-6.75,-6.96,-4.7,-9.06,-5.14,-5.63,-8.05,-6.01,-8.57,-6.53,-4.04,-2.41,-7.77,-6.18,-7.34,-4.44,-5.2,-3.6,-9.75,-3.38,-4.29,-8.28,-9.51,-2.8,-11.86,-8.31,-9.49
196903,2.59,-0.3,-0.44,0.46,4.02,0.89,1,-1.44,0.96,3.67,2.16,1.73,3.35,0.3,-3.28,4.02,2.88,2.7,3.46,4.9,-1.42,-1.12,-5.99,7.03,-1.27,-0.21,1.78,5.61,8.35,-2.56,2.48,5.65,3.42,3.67,1.5
196904,1.52,-0.84,0.07,0.53,1.16,1.63,1.74,-2.02,5.94,0,4.97,-1.32,5,-1.19,-0.19,2.19,0.67,-1.02,-0.91,-0.12,-3.7,0.33,-9.41,-0.28,1.35,8.11,1.89,4.05,3.63,-1.64,5.81,3.8,6.59,3.35,-0.49
196905,0.02,-0.29,0.71,0.48,1.63,2,1.19,1.84,-3.55,2.04,0.17,-1.67,1.65,-0.53,0.9,-0.87,-2.49,-0.59,-0.49,0.72,-6.84,1.31,0.2,3.54,-0.01,1.33,-1.51,-1.67,-0.18,-2.42,-2.44,0.76,3.04,-1.33,-0.27
196906,-7.25,-5.34,-1.2,0.51,-2.28,-5.85,-7.05,-5.36,-12.74,-10.63,-1.76,-7.98,-5.09,-7.53,-10.25,-10.59,-10.4,-8.46,-6.29,-5.81,-9.08,-12.43,-10.23,-9.61,-5.71,-4.27,-10.26,0.24,-9.88,-7.83,-19.28,-4.15,-10.03,-9.25,-11.88
196907,-7.05,-3.28,1.31,0.53,1.7,-5.79,-1.56,-4.71,-8.37,-10.71,-3.5,-11.94,-2.72,-4.21,-6.23,-9.48,-6.38,-6.54,-8.6,-7.74,-12.87,-10.87,5.04,-9.75,-3.01,-4.54,-7.46,-5.26,-2.54,-12.46,-1.42,-8.17,-10.29,-8.58,-10.84
196908,4.65,0.83,-3.9,0.5,2.17,3.63,6.24,4.12,8.03,9.1,4.74,3.31,9.23,3.28,4.19,8.02,0.48,3.45,4.57,2.69,5.56,5.83,4.84,6.51,-1.23,1.8,10.01,7.04,5.78,5.08,8.62,8.19,9.11,10.85,3.23
196909,-2.88,1.11,-3.42,0.62,2.5,0.89,-0.94,4.1,1.47,-0.18,-0.67,-2.43,2.17,-5.45,-3.05,-2.79,-0.53,-3.05,-1.72,-0.8,-4.71,1.11,-0.25,-9.58,-4.15,-4.1,2.14,0.36,-0.02,-1.31,-2.91,-0.83,-1.01,-0.54,-1.42
196910,4.96,3.72,-3.33,0.6,-4.32,7.81,12.05,12.8,8.59,7.86,6.32,7.28,8.97,4.53,6.76,8.22,8.86,5.46,10.66,4.93,6.24,0.74,10.5,-1.15,8.21,3.6,11.54,5.48,5.61,5.97,13.19,6.3,9.03,9.23,8.05
196911,-3.74,-2.6,-1.18,0.52,3.64,-2.38,-2.93,0.38,-6.66,-4.18,-2.55,-2.88,0.29,-4.57,-4.25,-1.85,-4.5,-3.48,-3.42,-4.08,-8.49,-0.85,3.98,-4.6,-5.28,1.55,-2.59,-1.78,-1.67,-8.23,-4.35,-4.12,-2.43,-6.76,-6.95
196912,-2.61,-3.67,-2.98,0.64,4.97,-0.54,-0.42,-1.93,-5.39,-3.07,0.88,-6.42,4.27,-3.66,-5.63,-3.18,-1.54,-1.62,-2.53,-3.2,-5.97,-4.06,5.11,-3.11,-0.63,-5.79,0.14,-0.62,-3.03,-7.56,-4.02,-2.71,-5.17,-2.02,-5.79
197001,-7.93,2.89,2.99,0.6,0.6,-2.33,-1.06,-6.99,-7.16,-11.38,-6.86,-5.65,-7.09,-6.76,-4.66,-9.63,-5.54,-7.01,-6.26,-8.71,-11.89,-1.49,-0.17,-11.73,-4.14,-2.95,-10.5,-9.1,-8.89,-7.57,-7.83,-5.67,-12.13,-8.84,-5.26
197002,5.05,-2.37,3.99,0.62,0.18,4.99,6.81,0.28,6.85,1.29,0.25,2.73,5.51,3.76,5.01,7.85,10.63,6.6,8.4,7.56,5.39,6.72,16.82,5.34,8.3,8.32,2.64,2.93,8.1,11.12,7.66,5.97,6.6,11.17,4.42
197003,-1.04,-2.38,4.22,0.57,-0.24,-0.69,-0.55,1.42,-2.71,-3.26,-0.95,-2.53,-5.09,0.83,1.12,-3,0.76,2.44,2.4,4.94,-2.33,0.4,-3.29,-0.39,2.8,2.21,-4.98,-2.53,0.57,-2.81,-1.78,-0.9,-7.3,-0.73,-2.53
197004,-11.03,-6.16,6.22,0.5,-0.7,-10.03,-9.45,-2.82,-20.63,-15.56,-7.85,-14.9,-10.16,-4.29,-7.61,-10.96,-9.35,-11.73,-8.29,-8.94,-14.33,-14.42,-14.7,-9.01,-8.01,-9,-21.7,-14.28,-8.91,-11.41,-13.79,-9.98,-19.78,-12.72,-13.81
197005,-6.96,-4.46,3.4,0.53,-2.63,-7.02,-5.82,3.54,-9.81,-16.08,-8.21,-10.38,-7.74,-2.82,-10.31,-10.68,-9.2,-9.57,-8.43,-5,-8.73,-2.3,5.87,2.72,-5.39,-3.94,-11.1,-9.62,-7.07,-5.85,-8.64,-9.21,-13.79,-8.5,-10.8
197006,-5.69,-2.2,0.75,0.58,5.76,-0.53,-2.83,6.67,-9.58,-9.57,-4.97,-6.95,-0.54,-1.56,-2.53,-7.18,-6.15,-4.78,0.69,-2.91,-10.82,0.22,-3.03,-2.45,-4.67,-8.76,-8.24,-11.88,-6.14,-14.95,-4.88,-3.81,-6.46,-4.63,-9.61
197007,6.9,-0.54,1.03,0.52,-3.12,5.25,6.22,3.5,8.4,12.43,4.68,7.29,2.13,8.53,10.61,8.8,3.5,3.56,5.23,8.71,4.35,2.76,6.33,12.64,8.61,10.75,6.71,2.29,7.68,9.39,10.22,11.75,2.35,8.7,8.86
197008,4.47,1.52,1.25,0.53,-6.45,-0.21,-2.95,0.64,8.75,5.99,4.07,7.37,1.83,5.26,4.56,3.96,0.02,4.43,2.44,9.14,9.91,5.26,-2.93,6.61,4.7,2.25,3.39,8.11,7.3,7.41,3.52,4.93,6.5,4.89,6.21
197009,4.21,8.73,-5.61,0.54,-8.9,5.14,4.74,0.52,10.51,7.4,6.45,11.96,8.01,-1.23,5.99,8.72,4.03,8.6,3.03,1.37,8.98,6.01,24.1,2.93,-0.49,-0.69,14.39,9.99,0.89,9.44,10.22,6.71,17.19,4.91,6.54
197010,-2.28,-4.22,0.23,0.46,9.54,1.18,-0.9,10.36,-4.32,-2.23,-0.06,-3.97,0.28,-4.07,-1.9,-4.97,-5,-3.46,0.18,-2.69,-9.95,-3.16,6.32,2.98,-0.83,-3.91,-5.94,-3.49,-3.78,-4.82,-3.45,-0.94,-2.61,-7.02,-8.9
197011,4.58,-4.04,1.73,0.46,2.86,5.98,-0.53,10.05,7.87,2.22,5.08,2.25,2.91,4.59,2.71,1.86,2.06,3.2,3.8,8.27,4.58,-0.33,8.88,4.77,9.36,5.95,3.04,4.05,0.48,3.97,-1.46,7.9,3.93,5.82,6.04
197012,5.65,2.87,0.94,0.42,-2.21,6,4.08,2.67,4.36,12.74,5.64,14.7,5.36,9.83,13.32,9.24,7.38,11.66,3.66,6.14,5.58,4.44,5.59,2.28,7.11,7.33,3.81,4.47,9.4,10.31,8.86,4.79,6.28,9.77,8.34
197101,4.82,7.46,1.49,0.38,-6.6,2.73,4.26,5.75,11.63,5.59,5.14,12.38,4.86,7,6.3,7.25,4.48,8.48,7.46,1.77,16.6,5.29,3.37,0.27,3,9.67,8.56,5.34,4.66,16.17,6.69,7.91,7.05,5.25,14.28
197102,1.36,1.85,-1.38,0.33,0.77,2.36,1.33,5.07,5.78,7.11,1.7,6.58,1.35,1.78,6.1,-0.66,-0.1,0.9,7.12,0.17,4.25,4.31,3.75,4.82,-2.51,-5.43,3.79,2.74,2.09,2.97,2.84,3.72,6.4,1.87,2.76
197103,4.18,2.6,-3.98,0.3,-1.35,4.09,3.23,9.61,11.07,4.47,6.27,4.88,3.68,3.18,-0.38,2,3.92,3.7,2.05,2.52,3.34,5.24,8.89,2.67,2.36,0.65,7.6,8.11,3.31,2.25,3.26,6.33,9.08,7.14,2.28
197104,3.05,-0.42,0.96,0.28,1.45,1.76,1.41,1.73,6.78,5.4,3.97,2.08,4.24,6.43,-0.03,4.98,2.79,5.26,8.89,8.88,6.5,3.49,2.83,4.37,-3.46,0.97,2.32,2.29,1.97,10.86,-0.15,5.58,3.23,2.21,6.25
197105,-3.93,-1.06,-1.29,0.29,0.89,-1.51,-1.59,-7.71,-0.79,-6.34,-1.12,-3.91,-2.12,-0.83,-3.56,-4.76,-3.34,-4.64,-2.79,-5.07,-3.75,-2.36,-7.81,-4.62,-3.73,-5.38,-3.98,-6.23,-3.03,-4.15,-5.23,-1.95,1.07,-5.37,-7.23
197106,-0.06,-1.43,-2.14,0.37,2.73,1.12,1.17,0.06,0.92,-0.68,3.35,-2.16,2.01,-0.24,-6.39,-2.4,-4.9,0.01,1.72,-1.39,-1.25,-1.95,5.42,1.03,4.21,1.24,0.59,-2.35,-1.41,-2.73,-1.42,0.02,3.68,0.01,-3.34
197107,-4.43,-1.65,0.28,0.4,-2.38,-0.84,-3.12,0.53,-10.08,-2.49,-5.81,-6.85,-2.19,-4.1,-4.49,-5.07,-7.27,-4.33,-6.8,-3.06,-7.92,-1.76,-11.18,-2.23,-2.17,-3.82,-9.81,-8.69,-3.75,-5.24,-2.11,-2.87,-7.26,-1.69,-7.46
197108,3.78,0.24,2,0.47,3.53,2.09,1.27,2.53,8.67,3.96,6.79,6.6,3.17,7.92,7.68,7.92,8.4,8.38,9.58,10.11,4.95,-4.51,4.15,-1.3,-2.29,-0.11,3.3,5.64,1.91,16.95,4.34,6.29,4.8,6.54,3.9
197109,-0.87,0.33,-2.67,0.37,2.12,0.49,-0.78,-2.87,-3.41,1.66,1.58,0.3,0.65,0.07,-0.36,2.05,-6.81,-1,1.24,0.21,-0.31,-1.51,-8.04,-1.66,-1.51,0.37,-0.97,-1.62,-1.72,-0.73,0.43,0.54,0.02,-0.13,3.08
197110,-4.44,-1.81,-0.45,0.37,0.5,-3.27,1.02,-8.78,-6.52,-3.32,-4.26,-5.11,-2.46,-6.72,-8.57,-5.42,-10.21,-8.19,-6.75,-5.68,-6.32,-12.28,-9.61,-4.06,2.04,-2.21,-5.76,-4.37,-4.49,-1.93,-6.65,-3.46,-2.27,-1.98,-3.95
197111,-0.5,-2.79,-1.88,0.37,1.49,0.59,0.68,1.69,0.72,-4.65,1.72,-1.91,0.71,-1.43,-5.17,-4.03,-2.56,-2.73,-2.06,-0.55,-1.45,-3.87,-3.74,0.14,-1.14,0.38,-0.61,1.85,-1.64,-1.48,-3.1,0.35,0.67,0.96,-2.95
197112,8.76,3.37,-0.24,0.37,-0.62,9.07,13.39,8.67,13.73,12.43,8.47,10.25,7.76,6.91,14.85,9.38,14.1,12.98,11.55,6.31,13.04,10.47,16.88,8.68,8.12,7.82,14.41,11.12,9.42,10.16,8.8,9.81,12.1,6.02,13.06
197201,2.55,6.17,2.05,0.29,0.29,0.37,2.88,5.8,9.93,1.31,3.17,5.42,2.65,4.43,7.16,3.04,4.18,3.34,2.25,2.94,14.05,6.96,9.2,0.11,-0.29,1.08,5.8,8.49,-1.43,6.11,2.27,-0.91,9.27,0.92,10.61
197202,2.88,1.44,-2.93,0.25,2.54,3.82,6.5,8.32,7.16,6.25,6.52,1.69,7.12,2.62,1.93,2.38,6.54,3.31,3.05,-0.24,1.87,4.95,-3.52,2.72,-2.54,0.35,2.43,1.84,4.88,3.17,7.24,5.79,6.33,0.15,3.76
197203,0.6,-0.13,-1.97,0.27,2.9,0.1,-2.22,3.03,-1.08,-1.72,4.2,-2.08,0.47,2.44,-0.2,0.94,0.55,1.47,3.3,4.94,-1.02,0.99,-12.42,-5.48,-0.1,-0.46,-3.2,1.01,2.66,0.36,1.04,2.21,2.93,5.21,0.52
197204,0.26,0.03,0.38,0.29,2.69,2.05,2.4,6.41,0.59,2.86,2.32,-1.64,1.1,2.14,-1.61,2.18,0.55,3.61,6.22,-2.67,-1.48,-0.88,4.27,-0.56,-2.75,-0.9,-1.6,0.79,1.94,1.98,2.35,-1.2,1.98,2.83,3.75
197205,1.34,-2.87,-2.43,0.3,3.28,0.3,5.02,2.91,5.64,1.68,4.04,-6.27,3.71,1.33,-2.87,-2.72,-1.01,1.9,1.87,-3.05,1.86,3.07,-8.27,3.88,-0.18,1.58,-0.74,3.84,0.95,1.54,-1.77,1.14,4.39,-1.73,-1.13
197206,-2.38,0.09,-1.97,0.29,1.94,-1.32,6.08,-0.67,-2.26,-3.28,-1.02,-3.22,2.5,-3.91,0.67,-2.47,-5.67,-1.96,-1.43,-2.66,-4.46,-0.72,-13.29,-0.95,-1.54,-2.6,-5.42,-2.52,-2.37,-9.42,-6.44,-4.22,-0.19,-3.94,-6.63
197207,-0.74,-2.88,0.71,0.31,2.75,1.22,-1.93,-5.18,-4.24,-5.79,1,-3.85,3.11,-0.3,-2.71,-2.42,-3.69,-0.43,-4.19,-0.9,0.75,-2.89,-11.1,-1.11,0.05,0.8,-2.81,0.99,2.42,-2.88,-4.98,-2.05,-8.71,-0.93,-2.68
197208,3.31,-4.1,4.58,0.29,-5.37,0.96,5.29,-2.74,-2.35,0.07,-0.74,-0.63,1.03,7.57,-2.52,0.1,8.13,4.32,0.5,4.42,2.62,1.93,11.24,12.62,5.87,5.32,0.42,2.95,1.93,1.64,3.57,-0.56,-1.84,6.04,5.09
197209,-1.11,-2.7,0.49,0.34,1.76,-1.31,-0.21,-7.51,-2.93,-1.6,1.77,-3.48,-0.45,-4.6,-3.69,-2.81,-3.58,-1.45,-2.11,-1.12,-2.17,-2.76,-15.33,-0.03,0.2,4.55,-3.07,-1.15,-2.63,-5.15,-3.57,-0.18,0.35,-0.08,-4.07
197210,0.47,-2.71,1.35,0.4,0.75,2.01,-4.2,-1.07,-0.25,-3.59,2.06,-0.63,1.49,0.11,0.91,-0.97,-1.8,-0.94,2.47,-3.41,-1.58,-2.14,-4.93,3.25,6.79,2.22,-2.1,-3.45,3.28,1.17,0.49,0.77,4.49,1.68,-1.53
197211,4.61,-1.13,4.74,0.37,-5.17,5.89,4.79,10.14,4.7,4.76,0.47,9.61,-0.52,6.02,8.99,7.05,14.15,6.61,2.69,10.23,7.86,5.43,15.77,6.07,6.35,6.96,4.39,2.67,5.48,5.6,6.43,6.13,5.7,4.72,4.17
197212,0.75,-1.9,-2.28,0.37,5,2.13,-0.82,-3.29,5.79,2.02,4.43,-3.45,3.72,0.96,-1.08,-1.81,-6.37,-0.36,0.31,-0.19,-3.48,2.66,-3.34,1.05,-1.49,1.85,-1.07,2.04,1.19,-3.77,-1.18,1.29,4.04,-0.53,-2.44
197301,-3.2,-3.54,2.72,0.44,3.73,-2.85,-5.24,0.16,-13.22,-7.39,-4.08,-7.32,-1.21,-2.58,-7.9,-8.24,-2.56,-4.97,-5.73,-5.82,-7.24,3.07,13.88,5.1,-4.26,-2.01,-6.78,2.17,-4.13,-10.27,-7.49,-3.87,-6.51,-7.62,-2.35
197302,-4.86,-4.01,1.7,0.41,2.1,-3.82,1.93,-1.13,-11.66,-4.61,-0.87,-10.43,-0.7,-0.37,-8.28,-8.02,-2.6,-3.99,-6.16,-6.66,-4.83,3.03,-0.09,-7.4,-1.98,-5.08,-8.62,-2.87,-4.45,-6.18,-5.25,-5.83,-12.47,-6.43,-6.43
197303,-1.25,-2.89,2.78,0.46,3.65,-1.19,0.78,0.59,-4.25,-1.68,-1.33,-4.45,0.77,0.71,0.54,-1.86,4.07,-3.62,0.03,-2.33,-1.44,-1.29,0.66,3.28,-2.17,0.65,-2.92,-1.27,2.56,2.47,-3.52,-6.41,1.45,-0.51,-1.65
197304,-5.7,-4.06,5.65,0.52,6.35,-4.05,-5.09,-8.64,-8.38,-12.22,-5.45,-7.91,-5.49,-3.63,-6.86,-3.84,-1.73,-6.67,-10.14,-2.91,-7.34,-0.71,-9.55,-0.92,-0.57,0.82,-8.27,-6.66,-3.92,-8.4,-6.54,-7.88,-17.28,-8.06,-9.25
197305,-2.96,-6.13,0.18,0.51,7.11,-0.87,-0.52,-1.93,-6.25,-2.85,-0.5,-6.78,1.05,-1.1,-5.69,-5.09,-5.01,-3.15,1.84,-6.04,-4.51,-0.88,-2,-3.31,0.31,-0.51,-8.23,-2.41,2.35,-10.22,-4.06,-1.59,-5.68,-3.34,-7.85
197306,-1.38,-2.96,1.4,0.51,4.34,-3.35,-1.12,3.58,-9.99,-4.46,1.43,-13.68,0.01,-1.54,-5.34,-2.69,-2.73,-1.87,3.37,-2.99,-8.02,2,-10.09,1.7,-2.47,-0.35,-8.29,-0.03,-0.2,-4.67,-3.63,-5.43,-9.41,2.64,-2.48
197307,5.07,7.98,-5.4,0.64,-11.55,5.87,5.42,5.35,15.58,10.73,4.59,12.39,6.88,7.19,9.68,13.06,6.86,12.32,8.95,5.7,14.09,6.71,-3.86,0.23,-2.4,-0.53,17.03,4.58,6.18,8.19,16.24,9.79,16.92,8.77,7.71
197308,-3.67,-2.1,1.13,0.7,3.46,-1.98,-1.64,-7.32,-1.99,-4.2,-4.48,-8.07,-6.93,-1.81,-4.63,-1.94,1.11,1.99,-5.16,-3.32,-4.02,-1.72,-11,-3.79,-2.08,-4.58,-2.29,-3.72,4.46,-3.98,-2.36,-4.74,-1.92,-2.34,-2.84
197309,4.72,2.93,2.15,0.68,-7.03,6.69,-0.81,1.4,4.68,8.53,-1.08,10.39,0.77,10.35,6.65,9.29,10.22,8.42,9.82,7.08,8.5,10.5,29.12,9.55,7.89,8.71,8.48,-3.27,5.25,11.61,9.31,6.78,10.98,7.22,5.21
197310,-0.68,-0.28,1.76,0.65,6.77,-2.42,1.63,-0.45,-7.07,-4.2,-0.91,-6.6,1.8,2.62,0.92,-1.85,7.08,1.74,-2.94,-7.28,-0.33,7.7,11.67,4.95,-3.33,-6.35,-4.35,4.1,0.45,0.34,3.38,-3.86,-6.51,-1.08,-1.06
197311,-12.64,-7.73,4.01,0.56,8.66,-12.29,-13.81,-7.94,-25.8,-16.61,-12.09,-24.84,-7.78,-17.9,-20.92,-16.09,-14.35,-13.71,-10.27,-21.05,-15.88,-2.65,-12.03,-6.26,-11.6,-4.38,-18.01,-11.28,-12.23,-13.81,-19.22,-17.19,-31.35,-12.1,-13.44
197312,0.5,-5.3,3.93,0.64,10.32,-1.31,1.99,2.32,-3.57,-4.59,-3.02,-8.8,-4.51,5.74,-7.36,-1.61,10.31,2.32,-10.68,-3.84,0.31,10,10.34,8.98,3.44,5.27,-0.52,-4.35,4.99,8.19,0.96,-0.72,5.17,2.28,-0.24
